Date,Net_Income,Depreciation,Change_in_Working_Capital,Capital_Expenditures,Investments,Operating_Cash_Flow,Free_Cash_Flow
2027-01-21,-47756,6031,-1565,10219,21253,-43290,-53509
2027-01-22,-100939,10059,19987,6185,46048,-70893,-77078
2027-01-23,308457,11998,-9684,26648,17164,310771,284123
2027-01-24,-421554,9572,-7525,30673,-38833,-419507,-450180
2027-01-25,315476,10137,16282,12106,-3079,341895,329789
2027-01-26,-75439,12746,6861,28396,27196,-55832,-84228
2027-01-27,-50298,10224,4632,5444,36552,-35442,-40886
2027-01-28,-165134,13598,17282,21941,28814,-134254,-156195
2027-01-29,53578,2408,-5740,30425,-12281,50246,19821
2027-01-30,71731,2341,-17002,9640,6401,57070,47430
2027-01-31,244347,10975,-1888,11194,-8958,253434,242240
2027-02-01,-253814,12955,699,12276,27606,-240160,-252436
2027-02-02,115169,3164,4107,24999,40298,122440,97441
2027-02-03,287173,6807,-3257,16346,-20208,290723,274377
2027-02-04,564314,2140,18961,8563,41476,585415,576852
2027-02-05,-165894,2470,3765,35772,-47040,-159659,-195431
2027-02-06,106777,7661,14537,12115,33328,128975,116860
2027-02-07,-20987,3242,1540,21493,-46957,-16205,-37698
2027-02-08,-205572,2474,1757,20971,16832,-201341,-222312
2027-02-09,-32553,2376,-9323,14439,12317,-39500,-53939
2027-02-10,36018,2822,19058,11830,-11354,57898,46068
2027-02-11,-161272,7215,-6604,14976,-16979,-160661,-175637
2027-02-12,-320801,14367,-6594,16628,-40801,-313028,-329656
2027-02-13,-399854,7823,-2213,12459,30806,-394244,-406703
2027-02-14,-142164,14314,-5486,10505,22062,-133336,-143841
2027-02-15,207857,10930,-18213,16269,-36108,200574,184305
2027-02-16,-115969,5044,1628,14880,-20266,-109297,-124177
2027-02-17,-335401,6321,16464,27248,3704,-312616,-339864
2027-02-18,520892,3228,337,13392,-18803,524457,511065
2027-02-19,285844,11704,-9593,38511,30861,287955,249444
2027-02-20,-105220,7429,-7742,30663,21260,-105533,-136196
2027-02-21,79623,12320,-859,11864,-101,91084,79220
2027-02-22,98354,14294,-9087,15827,-21248,103561,87734
2027-02-23,-345096,12918,-15856,26994,44746,-348034,-375028
2027-02-24,532578,11689,5065,15877,-41963,549332,533455
2027-02-25,-295580,2662,2986,33190,-14158,-289932,-323122
2027-02-26,133615,12690,19055,27375,-45783,165360,137985
2027-02-27,557268,12373,-3963,20893,-7646,565678,544785
2027-02-28,361281,5576,-7438,25024,-39075,359419,334395
2027-03-01,-169379,8754,-11428,10232,42524,-172053,-182285
2027-03-02,31734,10203,-14129,26561,15768,27808,1247
2027-03-03,32883,3190,1872,33377,-39734,37945,4568
2027-03-04,-184438,7435,1908,6691,-15140,-175095,-181786
2027-03-05,121491,9006,793,23016,-29235,131290,108274
2027-03-06,466781,3492,-9685,18646,-9505,460588,441942
2027-03-07,-21253,6241,5886,22226,-21553,-9126,-31352
2027-03-08,531009,4902,11063,24484,33110,546974,522490
2027-03-09,-123987,14960,-4720,13100,32643,-113747,-126847
2027-03-10,-36208,13894,15079,9716,46006,-7235,-16951
2027-03-11,391011,6714,12399,17697,-44530,410124,392427
2027-03-12,-61966,3208,-13877,6440,-40230,-72635,-79075
2027-03-13,-265366,9162,9862,36556,41946,-246342,-282898
2027-03-14,-128248,2069,-10716,23713,2637,-136895,-160608
2027-03-15,538999,5821,-4835,13927,40880,539985,526058
2027-03-16,397294,7105,6733,27202,-19921,411132,383930
2027-03-17,47440,3547,10183,30885,2244,61170,30285
2027-03-18,302390,8359,19266,18632,17605,330015,311383
2027-03-19,108874,7306,10641,27964,8981,126821,98857
2027-03-20,-387929,3197,-3730,27783,49319,-388462,-416245
2027-03-21,438100,12096,-1186,16819,28353,449010,432191
2027-03-22,-239629,7490,-9621,21666,-14836,-241760,-263426
2027-03-23,17205,11655,-3680,8718,-44029,25180,16462
2027-03-24,-152868,12633,-3940,35193,14224,-144175,-179368
2027-03-25,327680,11982,-9625,5748,41182,330037,324289
2027-03-26,-270320,12449,14343,6497,41142,-243528,-250025
2027-03-27,-309495,11694,10746,37953,17926,-287055,-325008
2027-03-28,-61493,2861,-887,8887,-25955,-59519,-68406
2027-03-29,-175006,11180,-10861,16559,-28900,-174687,-191246
2027-03-30,152332,4817,12400,10413,10190,169549,159136
2027-03-31,-390361,10133,5145,13283,-27212,-375083,-388366
2027-04-01,7972,14100,-70,20127,45181,22002,1875
2027-04-02,-254153,8048,13156,11393,-46793,-232949,-244342
2027-04-03,278116,14155,-5240,31008,3715,287031,256023
2027-04-04,434381,11039,-8633,11926,7235,436787,424861
2027-04-05,186074,3757,19118,8561,-34116,208949,200388
2027-04-06,668719,6199,-18270,24811,6464,656648,631837
2027-04-07,146850,13422,7938,19770,8534,168210,148440
2027-04-08,457846,3684,1261,11370,-46911,462791,451421
2027-04-09,182471,11928,7562,36973,-44690,201961,164988
2027-04-10,-190004,6389,-949,11987,49043,-184564,-196551
2027-04-11,260436,10235,18700,27735,27445,289371,261636
2027-04-12,294875,7498,9388,15778,25312,311761,295983
2027-04-13,80613,7950,6099,34360,-25060,94662,60302
2027-04-14,209152,12138,-12910,11119,18509,208380,197261
2027-04-15,-151065,9743,-8584,35035,-29455,-149906,-184941
2027-04-16,43898,12565,-6777,30002,28886,49686,19684
2027-04-17,-77509,3909,15360,22939,-37720,-58240,-81179
2027-04-18,-32311,8133,-3335,16597,-39514,-27513,-44110
2027-04-19,209876,5049,-911,7928,15111,214014,206086
2027-04-20,69455,12711,-2785,30617,-21561,79381,48764
2027-04-21,330580,2466,-851,27463,-27118,332195,304732
2027-04-22,114803,11106,-5830,11456,7938,120079,108623
2027-04-23,90656,5325,39,18995,-13209,96020,77025
2027-04-24,-164249,5786,-1187,38385,23695,-159650,-198035
2027-04-25,-294366,12506,-18696,7219,-38177,-300556,-307775
2027-04-26,237232,10707,-17621,39592,-3083,230318,190726
2027-04-27,-191198,6614,4082,36103,43985,-180502,-216605
2027-04-28,410778,4189,10443,5832,17093,425410,419578
2027-04-29,256993,13443,-1375,15329,49113,269061,253732
2027-04-30,-145237,12622,-3521,29728,-12385,-136136,-165864
2027-05-01,-8309,9321,-14580,27191,19149,-13568,-40759
2027-05-02,479734,11351,13639,26899,-23372,504724,477825
2027-05-03,184426,10650,-11200,15611,20548,183876,168265
2027-05-04,-70763,12534,15810,28641,-24877,-42419,-71060
2027-05-05,209051,12379,-17486,38558,-9353,203944,165386
2027-05-06,-312310,7611,-13565,12393,-28537,-318264,-330657
2027-05-07,81919,11787,14109,27346,-27477,107815,80469
2027-05-08,231138,3705,-15841,7550,-46300,219002,211452
2027-05-09,162895,5991,-12069,29678,32809,156817,127139
2027-05-10,-218246,3994,-12868,29265,-40750,-227120,-256385
2027-05-11,174975,11067,745,31365,4477,186787,155422
2027-05-12,464669,6521,12398,16287,-45024,483588,467301
2027-05-13,567724,12839,-13552,28989,-10539,567011,538022
2027-05-14,-108595,3888,1906,35337,-3842,-102801,-138138
2027-05-15,-67878,14608,7789,28061,-33130,-45481,-73542
2027-05-16,-222159,8187,1118,37302,19926,-212854,-250156
2027-05-17,239202,10676,-6352,19509,28818,243526,224017
2027-05-18,216266,6645,-331,9494,-49277,222580,213086
2027-05-19,-23536,4197,15349,24363,15470,-3990,-28353
2027-05-20,314827,9177,16593,29683,45858,340597,310914
2027-05-21,-313449,5104,4417,18529,47909,-303928,-322457
2027-05-22,193282,8111,16710,32140,-1868,218103,185963
2027-05-23,90930,10152,-2537,13650,46701,98545,84895
2027-05-24,-473996,13876,-16978,6746,34473,-477098,-483844
2027-05-25,257084,12356,-15,33379,-41147,269425,236046
2027-05-26,175463,4203,-13520,29876,33133,166146,136270
2027-05-27,454363,2648,-12583,12131,39862,444428,432297
2027-05-28,-118361,12804,3695,28888,10194,-101862,-130750
2027-05-29,433164,4230,-3277,6605,29809,434117,427512
2027-05-30,220606,7486,7806,17401,-7984,235898,218497
2027-05-31,311400,10430,3120,33231,-5045,324950,291719
2027-06-01,423544,8713,11710,16950,-9978,443967,427017
2027-06-02,312635,10373,16870,32262,-33163,339878,307616
2027-06-03,416184,4712,14618,30274,23110,435514,405240
2027-06-04,476161,4910,-19257,24746,22334,461814,437068
2027-06-05,511032,9036,14896,8803,-35471,534964,526161
2027-06-06,126654,14104,-7240,37775,-14731,133518,95743
2027-06-07,8544,2127,15286,21304,-4119,25957,4653
2027-06-08,83621,9654,-8164,6315,3109,85111,78796
2027-06-09,-166818,6102,13538,10608,-27805,-147178,-157786
2027-06-10,44839,5954,8254,25930,-45338,59047,33117
2027-06-11,31823,5344,-1318,19922,14640,35849,15927
2027-06-12,401696,8504,-13104,25710,-1852,397096,371386
2027-06-13,561356,6014,-9385,8365,-156,557985,549620
2027-06-14,-33873,10385,13454,31819,-18773,-10034,-41853
2027-06-15,-453111,4780,13036,13561,-44990,-435295,-448856
2027-06-16,-159774,7512,-7882,26613,-13198,-160144,-186757
2027-06-17,355316,9414,-1593,29326,-4342,363137,333811
2027-06-18,-339846,3215,-14062,20139,-47509,-350693,-370832
2027-06-19,438820,5721,-11977,8027,-18968,432564,424537
2027-06-20,-79276,5520,-14830,39621,40888,-88586,-128207
2027-06-21,-155657,11923,18343,34028,34338,-125391,-159419
2027-06-22,253786,6264,6268,12500,20588,266318,253818
2027-06-23,392297,7575,12840,22261,11029,412712,390451
2027-06-24,-8761,5423,-11525,24139,-5084,-14863,-39002
2027-06-25,-116049,14433,7383,16817,-46915,-94233,-111050
2027-06-26,139661,4868,1303,10018,10225,145832,135814
2027-06-27,138516,12692,422,13679,-41534,151630,137951
2027-06-28,288776,14097,1513,19656,-23755,304386,284730
2027-06-29,530598,4257,10115,35218,46010,544970,509752
2027-06-30,-144456,14144,-5375,11374,-112,-135687,-147061
2027-07-01,-45915,7188,-15176,37491,-42089,-53903,-91394
2027-07-02,-2389,5617,-19324,34663,-44330,-16096,-50759
2027-07-03,269944,12803,-10049,16141,-24219,272698,256557
2027-07-04,678882,5654,-8304,12706,-40486,676232,663526
2027-07-05,-410616,8631,-18727,30319,31076,-420712,-451031
2027-07-06,-54339,10644,-2251,38808,-35909,-45946,-84754
2027-07-07,-106070,2563,9400,30372,-677,-94107,-124479
2027-07-08,-234771,11786,-14931,18439,-43609,-237916,-256355
2027-07-09,37324,9761,631,29840,10993,47716,17876
2027-07-10,131697,9585,-17278,38309,39315,124004,85695
2027-07-11,42168,12117,-3890,26315,-48580,50395,24080
2027-07-12,246680,3204,11321,12298,33802,261205,248907
2027-07-13,-294665,7322,7091,10064,-32462,-280252,-290316
2027-07-14,300560,11520,-4704,23230,-25837,307376,284146
2027-07-15,-18534,3946,1153,31138,-9865,-13435,-44573
2027-07-16,-275758,6054,1009,12537,31766,-268695,-281232
2027-07-17,-186909,9476,-2283,29739,23442,-179716,-209455
2027-07-18,211348,12071,-18230,25223,6976,205189,179966
2027-07-19,232615,10327,19495,39256,34064,262437,223181
2027-07-20,298767,8931,8874,34589,-18597,316572,281983
2027-07-21,299984,9350,-18242,18826,23666,291092,272266
2027-07-22,20686,4624,-4726,31125,20481,20584,-10541
2027-07-23,-354774,13199,-16163,19605,25111,-357738,-377343
2027-07-24,248646,3610,2399,27178,12078,254655,227477
2027-07-25,-56199,5431,-3335,35159,-19035,-54103,-89262
2027-07-26,187828,8113,-17270,23161,-13582,178671,155510
2027-07-27,282387,4419,-15438,17844,-5288,271368,253524
2027-07-28,301555,9347,-14315,38481,19912,296587,258106
2027-07-29,458859,10271,1972,17156,164,471102,453946
2027-07-30,263878,11827,275,6728,28903,275980,269252
2027-07-31,321457,7755,8259,13437,428,337471,324034
2027-08-01,24120,2161,15432,18929,31286,41713,22784
2027-08-02,-79273,4320,11082,31415,31864,-63871,-95286
2027-08-03,-216297,12581,-6137,9354,-32418,-209853,-219207
2027-08-04,99669,6307,13638,32552,26428,119614,87062
2027-08-05,159486,13544,-9996,18867,-39405,163034,144167
2027-08-06,-14055,9151,18427,14511,16329,13523,-988
2027-08-07,126662,5903,-372,10057,1964,132193,122136
2027-08-08,-17687,5605,-28,16286,13504,-12110,-28396
2027-08-09,-49616,12497,5468,6618,21937,-31651,-38269
2027-08-10,-160512,14143,-9874,35507,-11893,-156243,-191750
2027-08-11,417297,9879,19926,19497,-18699,447102,427605
2027-08-12,425555,10352,-13969,19365,38503,421938,402573
2027-08-13,143697,6596,4792,22221,-33017,155085,132864
2027-08-14,13426,5573,-3747,30675,5416,15252,-15423
2027-08-15,325026,9767,1330,25910,-20448,336123,310213
2027-08-16,274715,10842,-9627,28272,37521,275930,247658
2027-08-17,-131530,10366,2818,19121,-30783,-118346,-137467
2027-08-18,24390,5001,5411,28408,34299,34802,6394
2027-08-19,32183,2105,-1328,32366,-12946,32960,594
2027-08-20,-244389,9194,-4603,33768,710,-239798,-273566
2027-08-21,-424829,10608,10218,17481,-21727,-404003,-421484
2027-08-22,-11663,4778,-12469,33644,-7184,-19354,-52998
2027-08-23,-330097,6742,6507,38175,-867,-316848,-355023
2027-08-24,197401,12098,-15865,19252,36771,193634,174382
2027-08-25,-135485,4916,-12621,8727,-44861,-143190,-151917
2027-08-26,-273955,8190,13332,32565,13117,-252433,-284998
2027-08-27,388499,13807,-8100,9871,48983,394206,384335
2027-08-28,-11860,11033,-11050,33098,-19909,-11877,-44975
2027-08-29,-35097,5517,5538,31165,-11507,-24042,-55207
2027-08-30,1103,9113,-3655,39436,35941,6561,-32875
2027-08-31,-276381,5249,-14950,15703,-19057,-286082,-301785
2027-09-01,-380528,11751,-6329,14203,-41394,-375106,-389309
2027-09-02,-322783,12819,1793,11265,48619,-308171,-319436
2027-09-03,383246,12323,18071,12065,-2604,413640,401575
2027-09-04,416847,7175,8687,34946,-48353,432709,397763
2027-09-05,-297774,10518,10782,15728,-37980,-276474,-292202
2027-09-06,268357,7162,13042,25298,-36710,288561,263263
2027-09-07,-96821,4488,19523,7668,18329,-72810,-80478
2027-09-08,410803,9114,14764,24871,-2972,434681,409810
2027-09-09,-387258,10192,-8428,31061,-19323,-385494,-416555
2027-09-10,-85578,5107,6173,6764,-18438,-74298,-81062
2027-09-11,-220582,4924,4849,39872,-43405,-210809,-250681
2027-09-12,249794,9961,18942,27457,44765,278697,251240
2027-09-13,116452,11775,-9259,20880,-6840,118968,98088
2027-09-14,470431,6932,-9802,11440,-10704,467561,456121
2027-09-15,-91301,6879,11744,30367,-19591,-72678,-103045
2027-09-16,-32758,3782,-604,26598,-32477,-29580,-56178
2027-09-17,-174244,5324,15154,35121,28876,-153766,-188887
2027-09-18,-170697,7534,17628,20364,-47879,-145535,-165899
2027-09-19,-134645,14932,14816,16243,40745,-104897,-121140
2027-09-20,197489,2064,-6848,33545,23292,192705,159160
2027-09-21,97118,13857,10369,24934,11578,121344,96410
2027-09-22,-267273,3829,-9286,35433,-48279,-272730,-308163
2027-09-23,15923,4715,-6616,37806,-480,14022,-23784
2027-09-24,-98602,3987,-18883,39128,-10393,-113498,-152626
2027-09-25,-61188,10879,10077,31947,47699,-40232,-72179
2027-09-26,-264077,11378,3342,18893,-1752,-249357,-268250
2027-09-27,86271,5924,2999,25737,-1766,95194,69457
2027-09-28,356724,6597,1011,13387,22831,364332,350945
2027-09-29,-242028,13020,-17246,32210,-42671,-246254,-278464
2027-09-30,-188867,8863,514,25928,-32263,-179490,-205418
2027-10-01,293348,4594,942,18258,49500,298884,280626
2027-10-02,619783,14286,-10879,9806,49738,623190,613384
2027-10-03,112853,3662,-13812,28960,32293,102703,73743
2027-10-04,-121261,7400,-14295,21814,-8930,-128156,-149970
2027-10-05,171311,7642,15686,16808,37153,194639,177831
2027-10-06,195129,13878,-18508,31207,-4514,190499,159292
2027-10-07,76788,5725,16677,6667,7999,99190,92523
2027-10-08,-46610,3338,2397,37321,-5798,-40875,-78196
2027-10-09,424400,2815,-8111,38242,-21221,419104,380862
2027-10-10,58329,5115,15543,22278,10976,78987,56709
2027-10-11,251209,14361,15115,19906,-34006,280685,260779
2027-10-12,-354758,9681,4715,24696,33934,-340362,-365058
2027-10-13,137467,6721,-5102,25128,22388,139086,113958
2027-10-14,-54810,10651,670,26063,-4623,-43489,-69552
2027-10-15,-52520,11684,13744,39876,-7645,-27092,-66968
2027-10-16,64868,5097,5168,24931,-43171,75133,50202
2027-10-17,247380,13319,-12797,21160,-451,247902,226742
2027-10-18,403913,5611,-18222,6360,7539,391302,384942
2027-10-19,-28114,5257,-11074,25536,-43743,-33931,-59467
2027-10-20,21154,9565,2561,6015,28469,33280,27265
2027-10-21,-101694,3058,12937,7968,21053,-85699,-93667
2027-10-22,22210,12707,-1064,13414,-17387,33853,20439
2027-10-23,385695,13561,15844,33432,-36050,415100,381668
2027-10-24,-127065,7561,-19471,12810,8712,-138975,-151785
2027-10-25,-359187,9654,5405,16076,-28965,-344128,-360204
2027-10-26,266829,12237,-2273,7387,24399,276793,269406
2027-10-27,220409,8223,-14932,31783,-14112,213700,181917
2027-10-28,19350,4643,-14288,19534,20009,9705,-9829
2027-10-29,-159598,11093,2500,26299,-29105,-146005,-172304
2027-10-30,178544,9813,-8346,16920,43481,180011,163091
2027-10-31,557795,7336,-10985,21838,32508,554146,532308
2027-11-01,160511,14945,1426,31871,-46718,176882,145011
2027-11-02,7093,11989,-12087,32071,-37438,6995,-25076
2027-11-03,431746,5618,18291,12322,-15617,455655,443333
2027-11-04,-224677,9976,8693,27592,-48460,-206008,-233600
2027-11-05,-19116,12787,-3327,11263,9023,-9656,-20919
2027-11-06,-67887,7802,-4519,27506,-33685,-64604,-92110
2027-11-07,-182874,10850,-1694,38704,20787,-173718,-212422
2027-11-08,290393,9769,-7398,32810,-35947,292764,259954
2027-11-09,-306681,11939,-16094,39099,49181,-310836,-349935
2027-11-10,251131,5046,-12631,34705,22479,243546,208841
2027-11-11,175508,14197,-4775,25454,15880,184930,159476
2027-11-12,-112166,14891,16850,13766,27672,-80425,-94191
2027-11-13,-192868,2995,-13620,9827,-48155,-203493,-213320
2027-11-14,-262403,14519,10471,20540,-22585,-237413,-257953
2027-11-15,-82156,12800,12774,15911,33593,-56582,-72493
2027-11-16,370924,13234,-4857,11212,-49670,379301,368089
2027-11-17,532313,6347,-17561,33228,8173,521099,487871
2027-11-18,-476055,9216,-16791,14412,43560,-483630,-498042
2027-11-19,65473,8371,9935,17639,-23044,83779,66140
2027-11-20,57689,3239,-12470,13266,20191,48458,35192
2027-11-21,-31386,13251,-9397,20648,41887,-27532,-48180
2027-11-22,-64118,14788,1882,8986,-9840,-47448,-56434
2027-11-23,-101868,14957,13040,34136,-2237,-73871,-108007
2027-11-24,-199540,10700,-744,31392,31006,-189584,-220976
2027-11-25,-385662,13466,-9907,37983,-31473,-382103,-420086
2027-11-26,-161564,7485,5867,34440,-35398,-148212,-182652
2027-11-27,6509,8933,11101,9616,-38483,26543,16927
2027-11-28,-127856,10048,-12609,16840,43213,-130417,-147257
2027-11-29,-391939,7791,7454,8452,-1382,-376694,-385146
2027-11-30,120437,2155,-15,10702,-42600,122577,111875
2027-12-01,186065,5774,-6428,19608,20028,185411,165803
2027-12-02,-137721,10050,-2932,24786,19242,-130603,-155389
2027-12-03,6991,9726,15896,15041,24024,32613,17572
2027-12-04,300411,10732,-3449,6318,24189,307694,301376
2027-12-05,-351385,13584,1695,8831,-312,-336106,-344937
2027-12-06,143052,3067,5221,34943,-6337,151340,116397
2027-12-07,550639,7128,-15182,32340,-26765,542585,510245
2027-12-08,-120603,13889,-8067,12765,-8764,-114781,-127546
2027-12-09,88655,8667,-2608,13350,38601,94714,81364
2027-12-10,194318,5069,-9766,7786,7104,189621,181835
2027-12-11,560892,13371,-10873,35199,-36066,563390,528191
2027-12-12,96,4061,-2171,36328,6903,1986,-34342
2027-12-13,48018,3054,16051,39341,-17217,67123,27782
2027-12-14,143549,9142,-12577,8154,-48269,140114,131960
2027-12-15,30302,2363,21,9913,25407,32686,22773
2027-12-16,87071,2282,-5293,24567,-868,84060,59493
2027-12-17,92249,3506,-19931,15635,-45290,75824,60189
2027-12-18,277167,14808,19051,17951,26903,311026,293075
2027-12-19,-220299,3699,2206,7312,1579,-214394,-221706
2027-12-20,109570,3154,1465,22842,-41643,114189,91347
2027-12-21,252786,8959,-8627,31341,-32841,253118,221777
2027-12-22,-338970,9478,17054,32988,9815,-312438,-345426
2027-12-23,678852,12666,-5860,5872,-46533,685658,679786
2027-12-24,444146,2822,-6798,22943,-41649,440170,417227
2027-12-25,-328688,11196,11689,23085,28758,-305803,-328888
2027-12-26,-145119,14249,-1634,35833,22915,-132504,-168337
2027-12-27,351642,4632,-8177,23849,-4544,348097,324248
2027-12-28,-547493,8203,11002,27541,997,-528288,-555829
2027-12-29,208551,12261,5307,18914,5015,226119,207205
2027-12-30,392490,11961,5637,35574,-39796,410088,374514
2027-12-31,499128,11172,-17159,10427,-21488,493141,482714
2028-01-01,-208478,7965,-16163,14300,41185,-216676,-230976
2028-01-02,268026,7392,-3620,25044,38291,271798,246754
2028-01-03,257012,9099,19406,21120,-28792,285517,264397
2028-01-04,-301156,11988,3163,32415,24338,-286005,-318420
2028-01-05,352379,7568,-7852,38894,10822,352095,313201
2028-01-06,142135,11060,-12420,39711,37109,140775,101064
2028-01-07,181370,6514,-11532,33193,-46368,176352,143159
2028-01-08,-14071,2878,-19928,6027,-8957,-31121,-37148
2028-01-09,-281513,14627,6524,5381,-34228,-260362,-265743
2028-01-10,376236,11257,-18260,24244,41068,369233,344989
2028-01-11,193751,8577,10466,16580,-34224,212794,196214
2028-01-12,-24789,9667,-13095,38891,22867,-28217,-67108
2028-01-13,254665,9496,-18611,6616,24100,245550,238934
2028-01-14,443209,11473,8273,12950,-46403,462955,450005
2028-01-15,-153449,13638,3023,35706,-6624,-136788,-172494
2028-01-16,254757,2158,-7020,27757,-33733,249895,222138
2028-01-17,-227056,2163,-8789,29093,-10750,-233682,-262775
2028-01-18,9695,10105,-10942,12555,-11461,8858,-3697
2028-01-19,88590,2777,-6897,20925,-25840,84470,63545
2028-01-20,460665,13899,-5322,23691,-2343,469242,445551
2028-01-21,33456,5478,19722,22543,-7751,58656,36113
2028-01-22,194759,4881,-19782,26384,-30206,179858,153474
2028-01-23,-152809,12744,14854,36160,257,-125211,-161371
2028-01-24,210042,8712,-1932,20574,33743,216822,196248
2028-01-25,-12843,10152,11268,16523,16967,8577,-7946
2028-01-26,-130295,8011,19934,5776,-22169,-102350,-108126
2028-01-27,75998,5614,-14323,5106,-10976,67289,62183
2028-01-28,443160,14354,7850,24290,-34628,465364,441074
2028-01-29,119546,4091,-19510,5783,27185,104127,98344
2028-01-30,257589,12649,11742,36766,-24281,281980,245214
2028-01-31,298595,13638,18519,15855,27666,330752,314897
2028-02-01,-76918,3261,14176,35987,15343,-59481,-95468
2028-02-02,396268,9660,-9032,33740,-40679,396896,363156
2028-02-03,509511,10325,-13364,15188,32917,506472,491284
2028-02-04,-280270,12911,18338,31567,-15073,-249021,-280588
2028-02-05,-146957,10669,3337,9181,48496,-132951,-142132
2028-02-06,98877,6801,-10165,18394,4225,95513,77119
2028-02-07,-106065,4089,2150,29885,-9183,-99826,-129711
2028-02-08,-49551,12719,-13835,27770,20470,-50667,-78437
2028-02-09,134124,8373,13443,33345,32241,155940,122595
2028-02-10,-56750,11564,3674,12943,19389,-41512,-54455
2028-02-11,243684,2174,5228,29001,48792,251086,222085
2028-02-12,279021,9237,11510,26060,-29622,299768,273708
2028-02-13,59009,10428,-8986,39331,38602,60451,21120
2028-02-14,382297,9310,-17771,9390,30825,373836,364446
2028-02-15,111107,12818,10008,17134,-21295,133933,116799
2028-02-16,-229404,8149,-14439,12777,-43394,-235694,-248471
2028-02-17,-258827,13720,963,9738,-36649,-244144,-253882
2028-02-18,-163758,13431,901,37096,-14659,-149426,-186522
2028-02-19,170911,12640,7218,13186,10746,190769,177583
2028-02-20,243633,7338,-4755,21005,-7879,246216,225211
2028-02-21,442414,10740,-6430,39452,15280,446724,407272
2028-02-22,165031,7641,-8699,5952,13011,163973,158021
2028-02-23,271973,12111,-5447,8612,-35261,278637,270025
2028-02-24,294267,13068,-7665,9077,3578,299670,290593
2028-02-25,426168,9473,14871,11152,-15717,450512,439360
2028-02-26,129607,14770,17256,16560,-4124,161633,145073
2028-02-27,-153692,9788,-4283,7248,48380,-148187,-155435
2028-02-28,74206,5845,-18720,27145,30148,61331,34186
2028-02-29,-48819,2124,3862,34608,-34978,-42833,-77441
2028-03-01,308326,10165,9141,8752,-37366,327632,318880
2028-03-02,429634,13082,147,35516,9870,442863,407347
2028-03-03,-38149,8264,-7262,19781,48798,-37147,-56928
2028-03-04,319042,13792,16392,20104,16725,349226,329122
2028-03-05,551677,6350,-1339,12507,961,556688,544181
2028-03-06,526946,2003,7640,35230,26917,536589,501359
2028-03-07,-123641,6159,13261,6473,-24594,-104221,-110694
2028-03-08,78186,2000,4261,29156,36863,84447,55291
2028-03-09,530441,12559,-2813,14103,-20793,540187,526084
2028-03-10,-173379,8368,16294,35312,-36287,-148717,-184029
2028-03-11,-33010,4002,-10146,11949,-41365,-39154,-51103
2028-03-12,-347579,14864,5054,22934,14290,-327661,-350595
2028-03-13,354211,8155,-6655,8633,3294,355711,347078
2028-03-14,-379597,6737,15264,33697,45752,-357596,-391293
2028-03-15,6291,10032,15600,18574,-457,31923,13349
2028-03-16,-84997,11190,4588,5361,-6831,-69219,-74580
2028-03-17,114849,8483,17385,13257,9440,140717,127460
2028-03-18,-458061,14652,-4288,24188,1793,-447697,-471885
2028-03-19,213831,13032,-1964,39436,-17510,224899,185463
2028-03-20,109403,12105,19661,28355,40022,141169,112814
2028-03-21,-94723,9239,-15210,32695,-48662,-100694,-133389
2028-03-22,-80590,14150,-8420,6999,-20939,-74860,-81859
2028-03-23,-234531,8651,11052,12622,-2397,-214828,-227450
2028-03-24,31832,2254,-6122,31217,-38636,27964,-3253
2028-03-25,373325,11123,-4406,29448,45974,380042,350594
2028-03-26,-299875,4784,2954,29170,-2115,-292137,-321307
2028-03-27,386497,8428,15940,9398,49275,410865,401467
2028-03-28,197185,2671,-7959,7163,-9181,191897,184734
2028-03-29,-182841,5611,-16111,29902,-4109,-193341,-223243
2028-03-30,549701,10006,-12415,21673,-36533,547292,525619
2028-03-31,-422226,3084,-17700,35205,-1600,-436842,-472047
2028-04-01,-247661,7144,-5785,6494,-28940,-246302,-252796
2028-04-02,259318,7463,-12910,22923,-46433,253871,230948
2028-04-03,153545,12027,-7420,6830,44463,158152,151322
2028-04-04,141273,6837,-7645,33204,10301,140465,107261
2028-04-05,180439,5665,18234,23703,-5673,204338,180635
2028-04-06,-114867,4392,13430,20190,-6742,-97045,-117235
2028-04-07,-39688,9119,10418,34387,-16725,-20151,-54538
2028-04-08,-239809,7953,11529,16980,-45906,-220327,-237307
2028-04-09,290170,3166,-13268,22766,12148,280068,257302
2028-04-10,-92488,11506,2138,23460,19809,-78844,-102304
2028-04-11,248187,13907,6811,19839,-12035,268905,249066
2028-04-12,-35810,3310,19600,16038,307,-12900,-28938
2028-04-13,144779,4206,-16543,17183,-16472,132442,115259
2028-04-14,713721,8927,2007,34886,24433,724655,689769
2028-04-15,225812,6879,6371,31959,24245,239062,207103
2028-04-16,81191,12933,-697,27296,-42446,93427,66131
2028-04-17,544550,11840,-3771,11498,-38865,552619,541121
2028-04-18,112088,4900,-9464,35584,-16969,107524,71940
2028-04-19,-53140,6247,-6792,10437,-36010,-53685,-64122
2028-04-20,-452027,13319,-8239,27397,40109,-446947,-474344
2028-04-21,227537,13081,10551,13280,-48160,251169,237889
2028-04-22,386438,6363,637,32331,23353,393438,361107
2028-04-23,234605,4183,-13330,16644,-32499,225458,208814
2028-04-24,-55766,13214,-8838,35029,11377,-51390,-86419
2028-04-25,22155,11235,13091,11414,7059,46481,35067
